VOL,SITE,LANE,MET,ACC,CON
1835.379,V,4,0,600,SAME
1835.943,V,4,0,600,SAME
1836.591,V,4,0,600,SAME
1838.55,V,4,0,600,SAME
1841.4,V,4,0,600,SAME
1845.144,V,4,0,600,SAME
1845.18,V,4,0,600,SAME
1845.216,V,4,0,600,SAME
1848.312,V,4,0,600,SAME
1848.816,V,4,0,600,SAME
1853.79,V,4,0,600,SAME
1859.652,V,4,0,600,SAME
1859.895,V,4,0,600,SAME
1860.849,V,4,0,600,SAME
1862.19,V,4,0,600,SAME
1863.45,V,4,0,600,SAME
1863.54,V,4,0,600,SAME
1868.46,V,4,0,600,SAME
1869.12,V,4,0,600,SAME
1872,V,4,0,600,SAME
1872.822,V,4,0,600,SAME
1875.612,V,4,0,600,SAME
1881.81,V,4,0,600,SAME
1883.97,V,4,0,600,SAME
1884.9,V,4,0,600,SAME
1886.787,V,4,0,600,SAME
1889.28,V,4,0,600,SAME
1889.544,V,4,0,600,SAME
1889.823,V,4,0,600,SAME
1895.4,V,4,0,600,SAME
1895.835,V,4,0,600,SAME
1896.048,V,4,0,600,SAME
1896.669,V,4,0,600,SAME
1896.756,V,4,0,600,SAME
1902.195,V,4,0,600,SAME
1902.432,V,4,0,600,SAME
1911.276,V,4,0,600,SAME
1913.52,V,4,0,600,SAME
1913.652,V,4,0,600,SAME
1916.238,V,4,0,600,SAME
1916.784,V,4,0,600,SAME
1916.784,V,4,0,600,SAME
1917.027,V,4,0,600,SAME
1917.036,V,4,0,600,SAME
1922.616,V,4,0,600,SAME
1922.616,V,4,0,600,SAME
1923.768,V,4,0,600,SAME
1926.891,V,4,0,600,SAME
1931.283,V,4,0,600,SAME
1931.868,V,4,0,600,SAME
1932.546,V,4,0,600,SAME
1932.753,V,4,0,600,SAME
1937.988,V,4,0,600,SAME
1940.652,V,4,0,600,SAME
1947.192,V,4,0,600,SAME
1949.103,V,4,0,600,SAME
1952.496,V,4,0,600,SAME
1971.162,V,4,0,600,SAME
1973.334,V,4,0,600,SAME
1973.367,V,4,0,600,SAME
1976.427,V,4,0,600,SAME
1976.688,V,4,0,600,SAME
1976.931,V,4,0,600,SAME
1979.295,V,4,0,600,SAME
1979.295,V,4,0,600,SAME
1985.112,V,4,0,600,SAME
1989.936,V,4,0,600,SAME
1989.96,V,4,0,600,SAME
1991.262,V,4,0,600,SAME
1994.388,V,4,0,600,SAME
2001.24,V,4,0,600,SAME
2003.112,V,4,0,600,SAME
2004.06,V,4,0,600,SAME
2010.018,V,4,0,600,SAME
2016.738,V,4,0,600,SAME
2034.9,V,4,0,600,SAME
2045.439,V,4,0,600,SAME
2051.811,V,4,0,600,SAME
2088.168,V,4,0,600,SAME
2115.057,V,4,0,600,SAME
1322.6928,A,5(4+1)D,0,650,
1322.748,A,5(4+1)D,0,650,
1327.7376,A,5(4+1)D,0,650,
1332,A,5(4+1)D,0,650,
1336.7232,A,5(4+1)D,0,650,
1339.392,A,5(4+1)D,0,650,
1345.7808,A,5(4+1)D,0,650,
1353.744,A,5(4+1)D,0,650,
1358.1888,A,5(4+1)D,0,650,
1368.1584,A,5(4+1)D,0,650,
1373.0784,A,5(4+1)D,0,650,
1381.764,A,5(4+1)D,0,650,
1399.6224,A,5(4+1)D,0,650,
1405.9008,A,5(4+1)D,0,650,
1406.4,A,5(4+1)D,0,650,
1413.9216,A,5(4+1)D,0,650,
1428,A,5(4+1)D,0,650,
1437.3072,A,5(4+1)D,0,650,
1437.6312,A,5(4+1)D,0,650,
1446.7728,A,5(4+1)D,0,650,
1451.4264,A,5(4+1)D,0,650,
1468.8,A,5(4+1)D,0,650,
1469.424,A,5(4+1)D,0,650,
1471.68,A,5(4+1)D,0,650,
1474.248,A,5(4+1)D,0,650,
1475.7384,A,5(4+1)D,0,650,
1494.6624,A,5(4+1)D,0,650,
1504.1712,A,5(4+1)D,0,650,
1504.9128,A,5(4+1)D,0,650,
1505.088,A,5(4+1)D,0,650,
1509.6,A,5(4+1)D,0,650,
1511.808,A,5(4+1)D,0,650,
1512.6192,A,5(4+1)D,0,650,
1514.3472,A,5(4+1)D,0,650,
1515.024,A,5(4+1)D,0,650,
1518.7968,A,5(4+1)D,0,650,
1519.2,A,5(4+1)D,0,650,
1519.248,A,5(4+1)D,0,650,
1533.6,A,5(4+1)D,0,650,
1534.2624,A,5(4+1)D,0,650,
1535.2944,A,5(4+1)D,0,650,
1538.8512,A,5(4+1)D,0,650,
1539.072,A,5(4+1)D,0,650,
1541.0688,A,5(4+1)D,0,650,
1541.3016,A,5(4+1)D,0,650,
1543.2,A,5(4+1)D,0,650,
1545.264,A,5(4+1)D,0,650,
1547.4672,A,5(4+1)D,0,650,
1548.6744,A,5(4+1)D,0,650,
1552.644,A,5(4+1)D,0,650,
1554.72,A,5(4+1)D,0,650,
1555.6608,A,5(4+1)D,0,650,
1557.36,A,5(4+1)D,0,650,
1557.6,A,5(4+1)D,0,650,
1558.1184,A,5(4+1)D,0,650,
1561.824,A,5(4+1)D,0,650,
1562.4,A,5(4+1)D,0,650,
1565.148,A,5(4+1)D,0,650,
1569.792,A,5(4+1)D,0,650,
1570.0752,A,5(4+1)D,0,650,
1576.716,A,5(4+1)D,0,650,
1576.9728,A,5(4+1)D,0,650,
1578.6936,A,5(4+1)D,0,650,
1579.5864,A,5(4+1)D,0,650,
1580.8608,A,5(4+1)D,0,650,
1581.78,A,5(4+1)D,0,650,
1584,A,5(4+1)D,0,650,
1586.148,A,5(4+1)D,0,650,
1588.8,A,5(4+1)D,0,650,
1589.508,A,5(4+1)D,0,650,
1593.5136,A,5(4+1)D,0,650,
1596,A,5(4+1)D,0,650,
1596.54,A,5(4+1)D,0,650,
1598.4,A,5(4+1)D,0,650,
1600.56,A,5(4+1)D,0,650,
1600.5792,A,5(4+1)D,0,650,
1600.6776,A,5(4+1)D,0,650,
1601.1648,A,5(4+1)D,0,650,
1601.1648,A,5(4+1)D,0,650,
1601.3088,A,5(4+1)D,0,650,
1601.46,A,5(4+1)D,0,650,
1602.5616,A,5(4+1)D,0,650,
1603.0224,A,5(4+1)D,0,650,
1605.324,A,5(4+1)D,0,650,
1607.7096,A,5(4+1)D,0,650,
1608.6096,A,5(4+1)D,0,650,
1610.784,A,5(4+1)D,0,650,
1612.632,A,5(4+1)D,0,650,
1614.432,A,5(4+1)D,0,650,
1615.2,A,5(4+1)D,0,650,
1615.9824,A,5(4+1)D,0,650,
1616.808,A,5(4+1)D,0,650,
1617.504,A,5(4+1)D,0,650,
1618.2504,A,5(4+1)D,0,650,
1619.232,A,5(4+1)D,0,650,
1620.7776,A,5(4+1)D,0,650,
1621.6104,A,5(4+1)D,0,650,
1622.4,A,5(4+1)D,0,650,
1622.7216,A,5(4+1)D,0,650,
1624.6152,A,5(4+1)D,0,650,
1624.8,A,5(4+1)D,0,650,
1624.812,A,5(4+1)D,0,650,
1624.8672,A,5(4+1)D,0,650,
1625.184,A,5(4+1)D,0,650,
1627.2,A,5(4+1)D,0,650,
1627.7976,A,5(4+1)D,0,650,
1628.8512,A,5(4+1)D,0,650,
1628.8896,A,5(4+1)D,0,650,
1629.6744,A,5(4+1)D,0,650,
1629.936,A,5(4+1)D,0,650,
1633.728,A,5(4+1)D,0,650,
1634.304,A,5(4+1)D,0,650,
1634.472,A,5(4+1)D,0,650,
1634.5008,A,5(4+1)D,0,650,
1634.688,A,5(4+1)D,0,650,
1636.944,A,5(4+1)D,0,650,
1640.9976,A,5(4+1)D,0,650,
1641.864,A,5(4+1)D,0,650,
1642.1184,A,5(4+1)D,0,650,
1643.2416,A,5(4+1)D,0,650,
1643.28,A,5(4+1)D,0,650,
1643.3472,A,5(4+1)D,0,650,
1644.2184,A,5(4+1)D,0,650,
1645.644,A,5(4+1)D,0,650,
1645.8288,A,5(4+1)D,0,650,
1646.688,A,5(4+1)D,0,650,
1646.7264,A,5(4+1)D,0,650,
1650.78,A,5(4+1)D,0,650,
1651.5696,A,5(4+1)D,0,650,
1651.608,A,5(4+1)D,0,650,
1652.3496,A,5(4+1)D,0,650,
1656.4704,A,5(4+1)D,0,650,
1656.48,A,5(4+1)D,0,650,
1658.4,A,5(4+1)D,0,650,
1658.8704,A,5(4+1)D,0,650,
1658.916,A,5(4+1)D,0,650,
1660.3416,A,5(4+1)D,0,650,
1660.4256,A,5(4+1)D,0,650,
1660.5096,A,5(4+1)D,0,650,
1661.2992,A,5(4+1)D,0,650,
1662.9984,A,5(4+1)D,0,650,
1663.008,A,5(4+1)D,0,650,
1665.4512,A,5(4+1)D,0,650,
1667.592,A,5(4+1)D,0,650,
1667.7456,A,5(4+1)D,0,650,
1667.904,A,5(4+1)D,0,650,
1668.0336,A,5(4+1)D,0,650,
1668.588,A,5(4+1)D,0,650,
1668.66,A,5(4+1)D,0,650,
1670.3448,A,5(4+1)D,0,650,
1670.3568,A,5(4+1)D,0,650,
1671.1344,A,5(4+1)D,0,650,
1671.984,A,5(4+1)D,0,650,
1673.1792,A,5(4+1)D,0,650,
1673.592,A,5(4+1)D,0,650,
1674.3888,A,5(4+1)D,0,650,
1675.26,A,5(4+1)D,0,650,
1675.26,A,5(4+1)D,0,650,
1677.6816,A,5(4+1)D,0,650,
1677.7152,A,5(4+1)D,0,650,
1680.18,A,5(4+1)D,0,650,
1681.776,A,5(4+1)D,0,650,
1684.5096,A,5(4+1)D,0,650,
1684.9344,A,5(4+1)D,0,650,
1685.4336,A,5(4+1)D,0,650,
1686.7224,A,5(4+1)D,0,650,
1687.3728,A,5(4+1)D,0,650,
1687.464,A,5(4+1)D,0,650,
1687.8552,A,5(4+1)D,0,650,
1689.3096,A,5(4+1)D,0,650,
1689.6,A,5(4+1)D,0,650,
1691.676,A,5(4+1)D,0,650,
1692,A,5(4+1)D,0,650,
1696.356,A,5(4+1)D,0,650,
1697.4384,A,5(4+1)D,0,650,
1698.912,A,5(4+1)D,0,650,
1698.9984,A,5(4+1)D,0,650,
1699.9632,A,5(4+1)D,0,650,
1702.2432,A,5(4+1)D,0,650,
1702.368,A,5(4+1)D,0,650,
1710.624,A,5(4+1)D,0,650,
1711.152,A,5(4+1)D,0,650,
1711.152,A,5(4+1)D,0,650,
1711.2744,A,5(4+1)D,0,650,
1711.4688,A,5(4+1)D,0,650,
1712.7936,A,5(4+1)D,0,650,
1712.9112,A,5(4+1)D,0,650,
1713.2544,A,5(4+1)D,0,650,
1716,A,5(4+1)D,0,650,
1716.372,A,5(4+1)D,0,650,
1716.4368,A,5(4+1)D,0,650,
1718.8416,A,5(4+1)D,0,650,
1718.928,A,5(4+1)D,0,650,
1720.3176,A,5(4+1)D,0,650,
1721.2176,A,5(4+1)D,0,650,
1721.2896,A,5(4+1)D,0,650,
1721.5104,A,5(4+1)D,0,650,
1722.6312,A,5(4+1)D,0,650,
1725.36,A,5(4+1)D,0,650,
1725.5232,A,5(4+1)D,0,650,
1734.4416,A,5(4+1)D,0,650,
1735.1568,A,5(4+1)D,0,650,
1735.9536,A,5(4+1)D,0,650,
1737.1152,A,5(4+1)D,0,650,
1740.7368,A,5(4+1)D,0,650,
1742.856,A,5(4+1)D,0,650,
1744.704,A,5(4+1)D,0,650,
1747.1352,A,5(4+1)D,0,650,
1747.704,A,5(4+1)D,0,650,
1749.5856,A,5(4+1)D,0,650,
1752.24,A,5(4+1)D,0,650,
1752.4728,A,5(4+1)D,0,650,
1753.752,A,5(4+1)D,0,650,
1756.0224,A,5(4+1)D,0,650,
1756.3392,A,5(4+1)D,0,650,
1756.44,A,5(4+1)D,0,650,
1756.6464,A,5(4+1)D,0,650,
1758.3552,A,5(4+1)D,0,650,
1760.76,A,5(4+1)D,0,650,
1760.8248,A,5(4+1)D,0,650,
1761.1104,A,5(4+1)D,0,650,
1764.72,A,5(4+1)D,0,650,
1768.4688,A,5(4+1)D,0,650,
1769.1888,A,5(4+1)D,0,650,
1769.952,A,5(4+1)D,0,650,
1771.4496,A,5(4+1)D,0,650,
1781.1816,A,5(4+1)D,0,650,
1781.4816,A,5(4+1)D,0,650,
1783.152,A,5(4+1)D,0,650,
1787.7336,A,5(4+1)D,0,650,
1789.8408,A,5(4+1)D,0,650,
1792.224,A,5(4+1)D,0,650,
1792.896,A,5(4+1)D,0,650,
1793.34,A,5(4+1)D,0,650,
1794.672,A,5(4+1)D,0,650,
1795.1808,A,5(4+1)D,0,650,
1797.516,A,5(4+1)D,0,650,
1802.4672,A,5(4+1)D,0,650,
1804.416,A,5(4+1)D,0,650,
1816.8384,A,5(4+1)D,0,650,
1823.5392,A,5(4+1)D,0,650,
1824.2136,A,5(4+1)D,0,650,
1825.8864,A,5(4+1)D,0,650,
1826.808,A,5(4+1)D,0,650,
1826.8632,A,5(4+1)D,0,650,
1838.088,A,5(4+1)D,0,650,
1838.4792,A,5(4+1)D,0,650,
1839.168,A,5(4+1)D,0,650,
1848.6,A,5(4+1)D,0,650,
1851.2736,A,5(4+1)D,0,650,
1298.7744,N,5(4+1),0,1500,
1322.388,N,5(4+1),0,1500,
1329.8544,N,5(4+1),0,1500,
1339.2,N,5(4+1),0,1500,
1367.4312,N,5(4+1),0,1500,
1394.136,N,5(4+1),0,1500,
1410.8448,N,5(4+1),0,1500,
1421.2224,N,5(4+1),0,1500,
1470.8064,N,5(4+1),0,1500,
1488.144,N,5(4+1),0,1500,
1528.5984,N,5(4+1),0,1500,
1533.168,N,5(4+1),0,1500,
1538.4096,N,5(4+1),0,1500,
1550.3976,N,5(4+1),0,1500,
1555.008,N,5(4+1),0,1500,
1562.8032,N,5(4+1),0,1500,
1562.8032,N,5(4+1),0,1500,
1569.8808,N,5(4+1),0,1500,
1576.1928,N,5(4+1),0,1500,
1577.52,N,5(4+1),0,1500,
1579.2504,N,5(4+1),0,1500,
1580.964,N,5(4+1),0,1500,
1581.744,N,5(4+1),0,1500,
1582.164,N,5(4+1),0,1500,
1588.0992,N,5(4+1),0,1500,
1590.672,N,5(4+1),0,1500,
1591.2,N,5(4+1),0,1500,
1601.46,N,5(4+1),0,1500,
1605,N,5(4+1),0,1500,
1610.8224,N,5(4+1),0,1500,
1615.68,N,5(4+1),0,1500,
1624.104,N,5(4+1),0,1500,
1625.184,N,5(4+1),0,1500,
1631.9928,N,5(4+1),0,1500,
1633.6992,N,5(4+1),0,1500,
1634.2272,N,5(4+1),0,1500,
1634.88,N,5(4+1),0,1500,
1636.6512,N,5(4+1),0,1500,
1636.992,N,5(4+1),0,1500,
1638.6624,N,5(4+1),0,1500,
1638.7272,N,5(4+1),0,1500,
1638.912,N,5(4+1),0,1500,
1641.0432,N,5(4+1),0,1500,
1641.4488,N,5(4+1),0,1500,
1643.5104,N,5(4+1),0,1500,
1643.8464,N,5(4+1),0,1500,
1645.776,N,5(4+1),0,1500,
1645.884,N,5(4+1),0,1500,
1646.4864,N,5(4+1),0,1500,
1648.62,N,5(4+1),0,1500,
1648.6944,N,5(4+1),0,1500,
1649.0352,N,5(4+1),0,1500,
1650.744,N,5(4+1),0,1500,
1654.02,N,5(4+1),0,1500,
1658.796,N,5(4+1),0,1500,
1660.1904,N,5(4+1),0,1500,
1660.296,N,5(4+1),0,1500,
1661.2752,N,5(4+1),0,1500,
1665.9,N,5(4+1),0,1500,
1668.6696,N,5(4+1),0,1500,
1672.32,N,5(4+1),0,1500,
1675.5,N,5(4+1),0,1500,
1676.8248,N,5(4+1),0,1500,
1677.6192,N,5(4+1),0,1500,
1683.0384,N,5(4+1),0,1500,
1683.0384,N,5(4+1),0,1500,
1689.0336,N,5(4+1),0,1500,
1691.5488,N,5(4+1),0,1500,
1691.6328,N,5(4+1),0,1500,
1691.8272,N,5(4+1),0,1500,
1694.016,N,5(4+1),0,1500,
1696.356,N,5(4+1),0,1500,
1699.3728,N,5(4+1),0,1500,
1702.296,N,5(4+1),0,1500,
1703.9568,N,5(4+1),0,1500,
1703.9808,N,5(4+1),0,1500,
1704.024,N,5(4+1),0,1500,
1705.86,N,5(4+1),0,1500,
1708.56,N,5(4+1),0,1500,
1711.4688,N,5(4+1),0,1500,
1711.8552,N,5(4+1),0,1500,
1712.9472,N,5(4+1),0,1500,
1713.1272,N,5(4+1),0,1500,
1713.9024,N,5(4+1),0,1500,
1715.6064,N,5(4+1),0,1500,
1716.12,N,5(4+1),0,1500,
1716.4368,N,5(4+1),0,1500,
1718.1024,N,5(4+1),0,1500,
1720.86,N,5(4+1),0,1500,
1725.696,N,5(4+1),0,1500,
1726.4016,N,5(4+1),0,1500,
1728.7872,N,5(4+1),0,1500,
1728.7872,N,5(4+1),0,1500,
1735.488,N,5(4+1),0,1500,
1737.0624,N,5(4+1),0,1500,
1737.3888,N,5(4+1),0,1500,
1739.2968,N,5(4+1),0,1500,
1739.6712,N,5(4+1),0,1500,
1740.7392,N,5(4+1),0,1500,
1742.7816,N,5(4+1),0,1500,
1742.8776,N,5(4+1),0,1500,
1749.696,N,5(4+1),0,1500,
1753.7256,N,5(4+1),0,1500,
1754.1792,N,5(4+1),0,1500,
1754.6496,N,5(4+1),0,1500,
1754.7432,N,5(4+1),0,1500,
1754.7672,N,5(4+1),0,1500,
1756.9368,N,5(4+1),0,1500,
1757.184,N,5(4+1),0,1500,
1762.2048,N,5(4+1),0,1500,
1763.4816,N,5(4+1),0,1500,
1763.5488,N,5(4+1),0,1500,
1763.5632,N,5(4+1),0,1500,
1766.7936,N,5(4+1),0,1500,
1773.2472,N,5(4+1),0,1500,
1776.5136,N,5(4+1),0,1500,
1778.9616,N,5(4+1),0,1500,
1780.8,N,5(4+1),0,1500,
1781.64,N,5(4+1),0,1500,
1782.4632,N,5(4+1),0,1500,
1782.96,N,5(4+1),0,1500,
1783.368,N,5(4+1),0,1500,
1787.9904,N,5(4+1),0,1500,
1788.1248,N,5(4+1),0,1500,
1790.316,N,5(4+1),0,1500,
1790.9424,N,5(4+1),0,1500,
1794.5928,N,5(4+1),0,1500,
1799.616,N,5(4+1),0,1500,
1801.6776,N,5(4+1),0,1500,
1802.112,N,5(4+1),0,1500,
1811.976,N,5(4+1),0,1500,
1812.6312,N,5(4+1),0,1500,
1813.9992,N,5(4+1),0,1500,
1816.3488,N,5(4+1),0,1500,
1819.44,N,5(4+1),0,1500,
1821.312,N,5(4+1),0,1500,
1830.4512,N,5(4+1),0,1500,
1841.352,N,5(4+1),0,1500,
1841.5488,N,5(4+1),0,1500,
1843.488,N,5(4+1),0,1500,
1843.8192,N,5(4+1),0,1500,
1845.612,N,5(4+1),0,1500,
1852.6464,N,5(4+1),0,1500,
1886.328,N,5(4+1),0,1500,
1931.6016,N,5(4+1),0,1500,
1302.6096,R,5(3+2),0,600,
1430.5632,R,5(3+2),0,600,
1521.9312,R,5(3+2),0,600,
1533.6216,R,5(3+2),0,600,
1559.7024,R,5(3+2),0,600,
1560,R,5(3+2),0,600,
1567.02,R,5(3+2),0,600,
1572.2448,R,5(3+2),0,600,
1574.0736,R,5(3+2),0,600,
1576.092,R,5(3+2),0,600,
1577.3184,R,5(3+2),0,600,
1583.5392,R,5(3+2),0,600,
1584.2088,R,5(3+2),0,600,
1591.0416,R,5(3+2),0,600,
1598.9976,R,5(3+2),0,600,
1617.648,R,5(3+2),0,600,
1625.52,R,5(3+2),0,600,
1635.0984,R,5(3+2),0,600,
1637.3448,R,5(3+2),0,600,
1643.6736,R,5(3+2),0,600,
1643.9472,R,5(3+2),0,600,
1654.0128,R,5(3+2),0,600,
1657.848,R,5(3+2),0,600,
1660.44,R,5(3+2),0,600,
1663.8432,R,5(3+2),0,600,
1666.2528,R,5(3+2),0,600,
1666.368,R,5(3+2),0,600,
1667.4432,R,5(3+2),0,600,
1667.4432,R,5(3+2),0,600,
1668.5856,R,5(3+2),0,600,
1670.0088,R,5(3+2),0,600,
1670.304,R,5(3+2),0,600,
1672.0656,R,5(3+2),0,600,
1674.432,R,5(3+2),0,600,
1675.872,R,5(3+2),0,600,
1675.9392,R,5(3+2),0,600,
1677.408,R,5(3+2),0,600,
1679.3616,R,5(3+2),0,600,
1680.1536,R,5(3+2),0,600,
1680.8064,R,5(3+2),0,600,
1682.3904,R,5(3+2),0,600,
1684.5096,R,5(3+2),0,600,
1684.9176,R,5(3+2),0,600,
1686.9264,R,5(3+2),0,600,
1692.2616,R,5(3+2),0,600,
1692.432,R,5(3+2),0,600,
1692.4944,R,5(3+2),0,600,
1692.4944,R,5(3+2),0,600,
1695.12,R,5(3+2),0,600,
1704.024,R,5(3+2),0,600,
1707.9552,R,5(3+2),0,600,
1716.372,R,5(3+2),0,600,
1716.6384,R,5(3+2),0,600,
1718.616,R,5(3+2),0,600,
1718.7408,R,5(3+2),0,600,
1721.4672,R,5(3+2),0,600,
1723.68,R,5(3+2),0,600,
1724.832,R,5(3+2),0,600,
1725.6456,R,5(3+2),0,600,
1727.3088,R,5(3+2),0,600,
1727.856,R,5(3+2),0,600,
1728.2496,R,5(3+2),0,600,
1734.876,R,5(3+2),0,600,
1735.8264,R,5(3+2),0,600,
1737.5904,R,5(3+2),0,600,
1744.5504,R,5(3+2),0,600,
1744.9296,R,5(3+2),0,600,
1746.3936,R,5(3+2),0,600,
1747.008,R,5(3+2),0,600,
1748.0328,R,5(3+2),0,600,
1750.128,R,5(3+2),0,600,
1752.192,R,5(3+2),0,600,
1754.2176,R,5(3+2),0,600,
1755.936,R,5(3+2),0,600,
1756.4256,R,5(3+2),0,600,
1757.4,R,5(3+2),0,600,
1759.4928,R,5(3+2),0,600,
1764.264,R,5(3+2),0,600,
1768.6464,R,5(3+2),0,600,
1770.648,R,5(3+2),0,600,
1770.8544,R,5(3+2),0,600,
1770.8544,R,5(3+2),0,600,
1771.5144,R,5(3+2),0,600,
1776.792,R,5(3+2),0,600,
1777.8528,R,5(3+2),0,600,
1780.032,R,5(3+2),0,600,
1780.2624,R,5(3+2),0,600,
1780.9776,R,5(3+2),0,600,
1782.9504,R,5(3+2),0,600,
1783.5984,R,5(3+2),0,600,
1791.2424,R,5(3+2),0,600,
1797.5616,R,5(3+2),0,600,
1798.26,R,5(3+2),0,600,
1799.352,R,5(3+2),0,600,
1799.9568,R,5(3+2),0,600,
1804.9392,R,5(3+2),0,600,
1810.4112,R,5(3+2),0,600,
1812.6192,R,5(3+2),0,600,
1814.1696,R,5(3+2),0,600,
1816.236,R,5(3+2),0,600,
1818.396,R,5(3+2),0,600,
1826.496,R,5(3+2),0,600,
1827.0792,R,5(3+2),0,600,
1829.5176,R,5(3+2),0,600,
1831.752,R,5(3+2),0,600,
1834.2456,R,5(3+2),0,600,
1836.1728,R,5(3+2),0,600,
1851.936,R,5(3+2),0,600,
1889.3952,R,5(3+2),0,600,
1896.6528,R,5(3+2),0,600,
1898.208,R,5(3+2),0,600,
1912.716,R,5(3+2),0,600,
1531.712,M,3,1,750,
1592,M,3,1,750,
1595.456,M,3,1,750,
1712.16,M,3,1,750,
1831.2,M,3,1,750,
1835.736,M,3,1,750,
1863.84,M,3,1,750,
1888.752,M,3,1,750,
1895.2,M,3,1,750,
1931.104,M,3,1,750,
1932.196,M,3,1,750,
1944.096,M,3,1,750,
1947.288,M,3,1,750,
1955.328,M,3,1,750,
1955.712,M,3,1,750,
1959.532,M,3,1,750,
1964.172,M,3,1,750,
1967.472,M,3,1,750,
1971.236,M,3,1,750,
1976.344,M,3,1,750,
1979.52,M,3,1,750,
1980.528,M,3,1,750,
1987.16,M,3,1,750,
1988.064,M,3,1,750,
1992.38,M,3,1,750,
1995.552,M,3,1,750,
2007.32,M,3,1,750,
2008.656,M,3,1,750,
